@relation RSN
@attribute F1 numeric
@attribute F2 {1,2,3,4}
@attribute F3 {1,2,3}
@attribute F4 {1,2}
@attribute F5 {1,2,3,4,5,6,7,8,9,10}
@attribute F6 numeric
@attribute pStage {1,2,3,4,5}
@attribute F8 {1,2,3,4,5,6,7,8,9}
@attribute F9 {1,2}
@attribute F10 {1,2}
@attribute F11 {1,2}
@attribute F12 {1,2}
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute BMI numeric
@attribute F18 {1,2,3}
@attribute F19 {1,2,3}
@attribute F20 {1,2,3}
@attribute class {1,2}
@data
73,3,1,2,2,11,5,6,1,1,2,1,1,1,1,1,3,1,2,2,2
63,4,2,2,2,2,5,6,2,1,2,1,2,3,3,3,2,2,2,2,2
47,2,1,2,4,2,5,6,2,1,2,1,3,3,3,3,2,2,2,2,2
51,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
50,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1
62,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
72,4,2,2,1,2,5,6,2,2,2,2,1,1,1,1,2,3,1,3,2
44,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
58,2,1,2,9,8,1,9,2,2,2,1,1,1,1,1,4,2,2,2,1
52,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2
38,2,1,2,1,2,5,6,2,2,2,1,1,1,1,1,2,2,2,3,1
66,3,1,1,10,11,5,9,2,2,2,2,1,1,1,1,3,2,2,1,1
35,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,1,1,1,1
56,4,2,2,9,8,5,6,2,2,2,2,1,1,1,1,2,3,3,3,2
68,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
61,4,2,2,1,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
47,4,3,2,9,2,5,6,1,1,2,1,1,1,1,1,2,1,1,1,2
69,4,2,2,1,2,5,6,2,2,2,2,1,1,1,1,4,1,1,1,2
55,4,2,2,1,6,1,1,2,2,2,2,1,1,1,1,4,1,1,1,1
43,4,2,2,9,11,5,9,1,1,1,1,1,1,1,1,4,3,3,3,2
43,2,3,2,2,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
34,4,2,2,2,2,4,1,1,1,2,1,2,2,3,3,3,1,1,2,1
77,4,2,2,1,11,5,6,2,1,2,2,2,3,1,1,4,2,2,1,2
74,3,1,2,2,2,5,6,1,1,2,1,1,1,1,1,4,2,2,2,2
37,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,3,2,2,2,2
44,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
69,3,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
57,3,3,2,9,11,5,9,1,1,2,2,1,1,1,1,4,1,2,1,1
43,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1
33,2,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
43,4,2,2,2,11,5,6,2,2,2,2,1,1,1,1,4,1,3,3,2
67,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,2,1,1
63,3,1,2,1,11,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
38,4,3,2,9,8,4,9,2,2,2,1,1,1,1,1,4,3,3,3,1
53,4,2,2,2,2,5,6,2,2,2,1,1,1,1,1,1,1,2,1,2
30,3,1,2,2,2,2,3,1,1,2,1,3,3,1,1,1,2,2,2,2
45,1,1,2,2,2,2,1,1,1,2,1,3,2,3,3,2,2,2,2,1
27,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
54,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
39,2,1,2,9,11,5,9,2,2,2,1,1,1,1,1,2,3,3,3,1
50,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1
41,2,3,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1
64,3,1,2,2,11,5,6,1,1,2,1,1,1,1,1,3,1,2,1,2
40,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
68,4,2,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
29,4,2,2,9,11,5,6,2,1,2,1,1,1,1,1,4,3,3,3,2
41,1,1,2,2,2,3,6,1,1,2,1,1,1,1,1,2,2,2,2,2
42,4,2,2,2,2,5,6,2,2,2,1,1,1,1,1,2,1,2,2,2
61,2,1,2,9,11,3,3,1,1,2,1,1,1,1,1,3,2,2,2,1
49,4,2,2,4,2,5,6,2,1,2,1,3,3,3,3,3,1,1,1,2
74,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,2
52,2,1,2,9,2,2,9,2,2,2,1,1,1,1,1,3,2,2,2,1
31,2,2,2,9,6,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2
34,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
59,4,2,2,2,2,5,6,2,1,2,1,2,3,3,3,2,1,1,1,2
41,4,2,2,3,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1
54,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,1,1,1,2
48,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
48,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
36,2,2,2,2,2,5,6,1,1,2,1,3,3,2,2,1,2,2,2,2
62,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,4,1,1,1,1
48,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
59,1,1,2,9,11,5,6,2,1,2,1,1,1,1,1,4,2,2,2,2
53,4,2,2,9,11,4,9,2,2,2,2,1,1,1,1,4,3,3,3,1
60,3,1,2,2,2,5,1,1,1,1,1,2,2,2,1,2,1,2,2,1
74,3,1,1,10,11,5,9,2,2,2,2,1,1,1,1,2,2,2,2,1
30,4,3,2,9,11,5,6,2,1,2,1,2,3,3,3,3,1,2,2,2
34,2,1,2,2,2,5,6,2,1,2,1,3,3,3,3,1,1,2,2,2
50,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,1,2,2,2,2
80,4,3,2,9,2,5,6,2,2,2,2,1,1,1,1,3,2,2,2,2
39,1,1,2,2,2,5,6,2,2,2,2,1,1,1,1,3,2,2,2,2
42,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,3,1,1,1,1
47,2,1,2,4,2,2,7,2,2,2,1,1,1,1,1,1,2,2,2,1
32,2,2,2,2,2,5,6,1,1,2,1,3,3,2,2,1,1,2,2,2
56,4,2,2,3,2,4,1,1,1,2,1,2,2,2,2,3,2,1,2,2
30,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2
61,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
31,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,3,3,3,1
56,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2
58,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1
53,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,2,3,3,3,2
43,3,1,2,1,2,3,1,1,1,1,1,2,2,2,1,3,1,2,1,1
50,2,3,2,4,2,3,1,2,2,2,1,1,1,1,1,2,2,2,2,1
59,4,2,2,9,6,1,9,2,2,2,2,1,1,1,1,4,1,1,1,2
57,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,2,1,1
58,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
55,4,2,2,4,2,5,6,2,1,2,1,2,3,3,3,3,1,2,2,1
50,2,2,1,9,10,1,9,2,2,2,2,1,1,1,1,3,2,2,2,1
36,2,2,2,2,2,1,3,1,1,2,2,1,1,1,1,2,1,2,1,2
52,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,1,1,1,2
57,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2
53,4,2,2,2,2,5,6,2,1,2,1,3,2,2,2,2,1,1,1,2
74,2,1,2,2,2,1,9,2,2,2,1,1,1,1,1,3,2,2,2,1
74,3,3,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
34,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,3,3,3,2
51,4,2,2,9,6,1,9,2,2,2,2,1,1,1,1,4,3,1,3,1
36,2,2,2,9,4,1,3,2,2,2,2,1,1,1,1,2,2,2,2,1
90,3,1,1,10,10,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
31,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
60,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
56,4,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1
36,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2
32,2,3,2,9,2,5,6,2,2,2,2,1,1,1,1,3,3,3,3,1
40,2,2,2,3,11,4,6,1,1,2,1,2,2,1,1,2,1,1,1,2
35,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,1,2,1,1
44,1,1,2,9,4,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
48,1,1,2,9,11,5,9,1,1,2,1,1,1,1,1,4,3,3,3,2
41,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,2,3,3,3,2
78,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
61,3,1,2,9,11,4,9,1,1,2,1,1,1,1,1,4,3,3,3,2
42,2,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
39,4,2,2,9,2,5,6,2,1,2,2,2,2,1,1,4,1,1,1,1
64,3,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,1,2,2
47,2,2,2,9,11,5,6,2,1,2,2,1,1,1,1,4,3,3,3,1
58,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
63,1,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,3,3,3,1
46,1,3,2,9,11,3,9,1,1,2,1,1,1,1,1,4,2,2,2,2
67,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
56,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,2,3,2,1
68,3,3,2,9,11,3,9,2,2,2,2,1,1,1,1,4,2,2,2,2
50,2,1,2,3,11,4,9,1,1,2,1,1,1,1,1,4,2,2,2,1
63,3,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,2,1
50,3,3,2,9,11,4,9,1,1,2,1,1,1,1,1,4,2,2,2,2
61,4,2,2,9,2,5,6,2,1,2,1,3,2,3,3,3,1,1,1,2
59,4,2,2,9,11,5,6,2,1,2,1,1,1,1,1,4,1,2,1,2
66,3,1,2,9,11,4,9,1,1,2,1,1,1,1,1,4,3,3,3,2
41,2,2,2,3,11,4,3,1,1,1,1,1,1,1,1,4,2,2,2,1
57,2,1,2,9,11,3,9,1,1,2,1,1,1,1,1,4,3,3,3,1
54,1,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,2,2,3,1
62,1,1,2,9,6,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
47,3,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,1,1,1,2
76,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
46,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
61,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
54,4,3,2,9,11,4,9,2,2,2,1,1,1,1,1,4,1,1,1,2
54,4,3,2,9,6,4,9,2,2,2,1,1,1,1,1,4,1,1,1,2
36,4,3,2,9,11,5,6,2,1,2,1,1,1,1,1,4,3,3,3,1
33,2,2,2,1,2,1,3,2,2,2,2,1,1,1,1,4,2,2,2,1
47,1,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,3,3,3,1
45,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
45,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
63,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
55,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
40,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
52,1,1,2,9,11,1,9,1,1,2,1,1,1,1,1,4,2,2,3,1
62,4,3,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,1
76,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
45,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,4,2,2,2,2
45,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
44,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
74,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
48,1,1,2,9,2,3,9,1,1,2,1,1,1,1,1,4,2,2,2,1
34,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,4,2,2,3,1
36,1,1,2,3,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,2
64,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
54,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
60,1,1,2,9,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
62,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
46,1,3,2,9,6,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
61,1,1,2,9,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
64,1,1,2,9,11,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
57,1,1,2,9,9,2,9,2,2,2,2,1,1,1,1,4,3,3,3,2
47,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,4,2,2,3,1
61,1,1,2,9,6,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
45,1,1,2,9,9,3,9,2,2,2,1,1,1,1,1,4,3,3,3,2
45,1,1,2,9,2,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
54,1,1,2,9,9,2,9,2,2,2,1,1,1,1,1,4,2,2,3,2
56,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,3,1
46,1,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,2,2,2,2
47,1,1,2,3,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
43,1,3,2,9,11,1,9,2,2,2,2,1,1,1,1,4,3,3,3,1
57,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
67,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
65,3,1,2,9,11,2,9,2,2,2,2,1,1,1,1,4,2,2,2,2
45,1,3,2,9,2,3,9,2,2,2,1,1,1,1,1,4,3,3,3,1
44,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
60,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
60,1,3,2,9,11,3,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,1,3,2,9,4,1,9,1,1,2,1,1,1,1,1,4,2,2,3,1
79,1,1,2,3,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
51,1,1,2,9,2,3,9,1,1,2,1,1,1,1,1,4,2,2,2,1
75,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,3,2,2,2,1
39,1,1,2,3,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
25,1,1,2,2,2,1,1,1,1,2,1,3,2,3,3,4,2,2,2,1
44,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,4,2,2,3,1
38,1,3,2,9,11,5,1,2,2,2,1,1,1,1,1,4,2,2,3,1
52,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,4,3,3,3,1
32,1,3,2,3,9,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
34,4,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,1
40,1,3,2,9,11,5,6,1,1,2,1,1,1,1,1,4,3,3,3,2
36,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
46,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,2,2,3,1
41,1,3,2,9,11,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
52,1,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
64,4,3,2,9,11,5,6,1,1,2,1,1,1,1,1,4,2,2,2,2
56,1,3,2,9,9,2,9,1,1,2,1,1,1,1,1,4,2,2,3,1
55,2,3,2,9,11,3,9,2,2,2,1,1,1,1,1,4,2,2,3,1
65,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
46,1,3,2,1,2,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
56,4,2,2,3,2,4,3,1,1,2,2,1,1,1,1,1,2,2,2,2
48,1,1,2,9,2,3,9,1,1,2,1,1,1,1,1,4,2,2,2,1
61,1,1,1,9,11,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
64,1,3,2,9,11,2,9,2,2,2,1,1,1,1,1,4,2,2,2,1
45,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
36,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,3,1
61,1,1,2,9,11,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
47,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
49,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
50,1,1,1,9,11,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
74,1,1,2,9,2,3,9,2,2,2,1,1,1,1,1,4,2,2,2,1
74,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,1,2,1,2
79,3,3,2,9,11,4,9,1,1,2,1,1,1,1,1,4,2,3,2,2
44,1,1,1,9,11,1,9,1,1,2,1,1,1,1,1,2,2,2,2,1
65,1,3,2,9,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,1
39,1,3,2,9,11,2,9,2,2,2,1,1,1,1,1,4,2,2,2,2
46,1,1,1,9,2,1,9,2,2,2,2,1,1,1,1,4,3,3,3,1
54,1,1,2,9,11,2,9,2,2,2,1,1,1,1,1,4,2,2,2,1
41,2,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
50,1,1,2,9,2,3,9,1,1,2,1,1,1,1,1,4,2,2,2,2
50,1,1,2,9,2,3,9,1,1,2,1,1,1,1,1,4,2,2,2,2
33,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
57,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
37,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,1
47,1,3,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
39,1,1,2,9,11,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
57,1,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
37,1,1,2,9,11,5,9,1,1,2,1,1,1,1,1,4,3,3,3,1
38,3,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,1,1
36,1,1,2,9,11,2,9,2,2,2,1,1,1,1,1,4,2,2,2,1
52,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
65,1,3,2,9,9,2,9,1,1,2,1,1,1,1,1,4,2,2,2,1
58,1,1,2,9,2,2,9,2,2,2,2,1,1,1,1,4,2,2,2,2
47,1,3,2,9,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,1
80,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
36,4,3,2,9,11,5,6,2,2,2,2,1,1,1,1,2,1,2,2,2
56,3,1,2,9,11,4,9,1,1,2,1,1,1,1,1,4,1,1,1,2
49,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
48,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
72,3,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,2
57,1,3,2,9,11,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
56,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
68,1,3,2,9,2,3,9,2,2,2,2,1,1,1,1,4,3,3,3,1
52,4,2,2,9,11,5,6,2,1,2,1,1,1,1,1,4,2,1,1,2
50,1,1,1,9,11,1,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,1,1,2,3,2,2,1,1,1,2,1,1,1,1,1,3,2,2,2,1
50,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
58,1,3,2,9,9,2,9,2,2,2,1,1,1,1,1,4,3,3,3,1
44,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,1,3,1
53,1,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
53,1,1,1,9,11,1,9,2,2,2,2,1,1,1,1,4,3,3,3,1
69,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
44,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
87,2,3,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,1
50,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
48,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
46,1,1,2,3,2,2,1,1,1,2,1,1,1,1,1,4,3,3,3,1
52,4,2,2,9,11,5,9,2,2,2,1,1,1,1,1,4,1,2,1,1
74,2,2,2,9,11,5,6,2,1,2,1,1,1,1,1,4,3,3,3,1
49,4,3,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
62,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,4,3,3,3,1
58,1,1,1,9,11,1,1,1,1,2,1,1,1,1,1,4,2,2,2,1
48,1,3,2,9,11,5,6,2,1,2,1,1,1,1,1,4,3,3,3,2
58,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
49,1,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
44,2,3,2,9,11,3,9,2,2,2,1,1,1,1,1,4,2,2,2,1
37,1,1,2,9,6,1,1,2,2,2,2,1,1,1,1,4,2,2,3,1
50,1,3,2,9,11,5,1,2,2,2,2,1,1,1,1,4,2,2,3,2
39,1,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,2,2,2,1
43,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
42,3,3,2,9,11,4,6,1,1,2,1,1,1,1,1,4,3,3,3,2
35,4,1,2,3,2,5,9,1,1,2,2,1,1,1,1,4,3,3,3,2
58,1,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,3,3,3,1
55,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
43,1,3,2,9,6,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
44,1,3,2,9,11,5,1,2,2,2,2,1,1,1,1,4,2,2,3,1
41,1,1,2,9,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1
55,2,2,2,9,4,1,9,2,2,2,2,1,1,1,1,3,2,2,2,1
46,1,1,2,9,11,5,1,2,2,2,2,1,1,1,1,4,2,2,2,2
49,1,1,1,9,11,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2
61,3,1,2,9,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,2
49,1,3,2,9,6,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
58,4,3,2,9,11,5,6,2,1,2,1,1,1,1,1,4,2,2,2,1
56,4,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
54,1,3,2,9,6,1,9,2,2,2,1,1,1,1,1,4,2,2,2,2
58,1,1,2,9,2,1,9,2,2,2,1,1,1,1,1,4,2,2,2,2
58,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,2,2,3,1
31,4,2,2,9,11,5,9,2,2,2,1,1,1,1,1,4,1,2,2,1
54,1,1,2,9,11,2,9,2,2,2,2,1,1,1,1,4,3,3,3,2
66,3,3,2,9,11,5,1,2,2,2,2,1,1,1,1,4,2,2,3,1
52,1,1,2,9,7,2,9,1,1,2,1,1,1,1,1,4,3,3,3,1
45,1,1,2,1,2,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
29,1,3,2,3,2,2,1,1,1,2,1,1,1,1,1,4,2,2,2,2
57,3,1,2,3,2,4,1,1,1,2,1,1,1,1,1,3,3,3,3,2
56,3,3,2,1,6,1,1,2,2,2,2,1,1,1,1,2,3,3,3,1
34,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,3,2
68,3,1,2,2,11,1,1,2,2,2,2,1,1,1,1,3,1,1,2,1
67,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
64,2,1,2,3,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
66,3,1,1,1,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
51,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
72,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,2,1,2,1,1
72,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,2,1,2,1,1
62,2,1,2,3,2,4,3,1,1,2,1,1,1,1,1,2,2,3,2,2
64,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,1,2,1,1
57,2,2,2,2,11,5,6,2,1,2,1,2,2,1,1,4,2,2,2,2
67,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1
46,2,1,2,4,2,1,9,2,2,2,1,1,1,1,1,2,2,2,2,1
58,3,1,2,9,2,3,4,1,1,2,1,3,3,3,1,4,1,2,1,2
69,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
62,4,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
50,2,3,2,9,2,5,6,1,1,2,1,1,1,1,1,3,2,2,2,1
55,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
69,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,2,2,2,2,1
76,2,2,2,2,11,5,6,2,1,2,2,3,3,2,2,2,2,2,2,2
77,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
81,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,2,3,3,3,1
76,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,2,2,2,2,2
50,3,1,2,2,2,2,1,1,1,1,1,2,2,2,1,3,2,2,2,2
88,3,3,2,9,2,5,6,2,2,2,2,1,1,1,1,1,1,3,1,2
36,4,2,2,2,2,2,1,1,1,2,1,2,2,3,2,3,1,1,1,1
46,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
68,1,1,2,2,2,3,1,2,2,2,1,1,1,1,1,2,2,2,2,1
45,3,1,2,9,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
56,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
71,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2,2,1
