@relation RSN
@attribute F1 numeric
@attribute F2 {1,2,3,4}
@attribute F3 {1,2,3}
@attribute F4 {1,2}
@attribute F5 {1,2,3,4,5,6,7,8,9,10}
@attribute F6 numeric
@attribute pStage {1,2,3,4,5}
@attribute F8 {1,2,3,4,5,6,7,8,9}
@attribute F9 {1,2}
@attribute F10 {1,2}
@attribute F11 {1,2}
@attribute F12 {1,2}
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute BMI numeric
@attribute F18 {1,2,3}
@attribute F19 {1,2,3}
@attribute F20 {1,2,3}
@attribute class {1,2}
@data
60,4,2,2,2,2,4,1,2,2,2,2,1,1,1,1,3,1,2,2,1
70,1,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
62,2,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
70,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
78,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
57,4,2,2,3,2,5,6,2,1,2,1,3,3,2,3,2,1,2,2,2
31,3,1,2,9,11,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
39,1,1,2,2,2,5,6,1,1,2,1,1,1,1,1,4,3,3,3,2
26,1,1,2,2,2,1,1,1,1,2,1,3,3,3,3,4,3,3,3,1
37,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
70,1,1,2,3,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
74,3,3,2,6,11,5,1,2,2,2,1,1,1,1,1,4,3,3,3,2
74,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
49,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,3,3,3,1
50,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
72,3,3,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
62,2,1,2,9,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
56,2,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
74,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
74,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
46,2,3,2,2,11,5,9,1,1,2,2,2,2,1,1,4,3,3,3,1
66,4,2,2,4,11,5,6,2,1,2,1,3,3,1,1,4,3,3,3,2
55,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,2,1,2,3,2,1,9,1,1,2,1,2,2,1,1,4,3,3,3,1
35,2,1,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,3,3,1
82,1,1,2,9,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
50,1,1,2,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
52,1,1,2,3,2,2,1,2,2,2,2,1,1,1,1,4,3,3,3,1
63,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
65,3,1,1,10,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
67,3,1,2,9,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
86,2,1,2,9,11,3,6,1,1,2,1,1,1,1,1,2,2,3,2,2
49,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
62,4,2,2,9,11,5,6,2,1,2,2,2,2,2,3,2,2,2,2,1
51,4,2,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
76,3,1,2,9,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
44,1,3,2,1,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
69,3,3,2,6,11,5,9,2,2,2,1,1,1,1,1,3,2,2,2,2
40,4,3,2,9,4,5,1,2,2,2,2,1,1,1,1,3,1,3,1,2
40,4,3,2,9,4,5,1,2,2,2,2,1,1,1,1,3,1,3,1,2
51,4,2,2,1,2,5,1,2,2,2,2,1,1,1,1,3,1,3,1,1
46,4,2,2,9,2,5,6,2,1,2,1,3,3,2,2,2,1,1,1,2
78,4,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
59,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,3,3,3,1
50,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,3,1,2,2,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,1
33,4,2,2,2,2,1,1,1,1,2,1,2,2,2,3,4,3,3,3,2
38,4,2,2,4,11,5,6,2,1,2,1,3,3,3,2,4,3,3,3,1
55,4,2,2,4,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
53,4,2,2,2,2,4,1,1,1,2,1,2,2,2,3,4,3,3,3,1
50,4,3,2,4,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,1
47,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
37,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
56,2,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
60,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
33,4,2,2,3,2,4,3,1,1,2,1,2,2,2,3,3,1,1,1,2
64,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
66,4,2,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
78,3,3,2,9,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,2
62,4,2,2,1,2,1,3,2,2,2,2,1,1,1,1,4,3,3,3,2
64,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,2,1,1
47,4,3,2,9,2,5,6,2,2,2,2,1,1,1,1,3,1,3,1,2
49,4,3,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
35,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
57,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
50,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
69,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
69,3,1,2,9,2,5,6,2,1,2,1,2,3,2,2,3,1,1,3,2
42,2,1,2,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
70,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
57,3,1,2,2,11,3,1,1,1,1,1,2,2,1,1,4,3,3,3,1
54,4,2,2,1,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,1
64,3,1,2,9,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
64,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,3,3,1
59,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,2,1,1,2,1
49,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
59,2,2,2,9,2,4,6,1,1,2,1,3,3,3,3,4,3,3,3,2
61,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
67,3,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
65,1,3,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
40,1,3,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
65,3,1,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
55,4,2,2,2,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
46,4,2,2,3,2,4,3,1,1,2,1,2,2,2,3,3,1,1,1,2
62,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,3,3,1
69,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,4,1,3,3,2
69,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,4,1,3,3,2
83,3,1,2,9,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,2
52,1,3,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
60,4,2,2,9,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
62,4,2,2,2,2,1,3,2,2,2,2,1,1,1,1,4,2,2,2,2
80,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,3,3,3,1
49,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
65,4,2,2,3,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
40,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
48,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
43,4,2,2,9,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
51,3,1,2,3,2,3,1,2,2,2,2,1,1,1,1,4,3,3,3,1
80,1,3,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
75,2,2,2,2,11,1,9,2,2,2,2,1,1,1,1,4,3,3,3,2
75,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,4,3,3,3,2
56,3,1,2,2,2,2,3,2,2,2,1,1,1,1,1,1,2,3,2,2
82,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
55,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
66,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1
68,2,1,2,3,2,4,9,2,2,2,1,1,1,1,1,4,3,3,3,2
36,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
63,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
63,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
52,2,1,2,4,11,3,6,2,2,2,1,1,1,1,1,4,3,3,3,2
48,4,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
86,1,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
41,4,3,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,3,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
58,2,1,2,3,2,3,9,2,2,2,2,1,1,1,1,4,3,3,3,2
85,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
73,3,1,2,1,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
53,4,2,2,4,2,4,1,1,1,2,1,2,3,2,3,4,3,3,3,1
50,4,2,2,1,2,4,1,1,1,2,1,2,2,2,3,4,3,3,3,1
62,4,2,2,1,2,2,1,2,2,2,2,1,1,1,1,3,1,3,1,1
21,4,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
56,4,3,2,6,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,2
66,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
70,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
84,1,1,2,3,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
46,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
68,3,1,2,4,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
34,3,1,2,3,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
34,3,1,2,9,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
50,2,1,2,2,2,3,9,1,1,2,1,3,3,2,2,4,3,3,3,1
50,1,1,2,3,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
76,3,1,2,2,2,3,3,2,2,2,1,1,1,1,1,3,2,2,2,1
67,4,2,2,2,2,1,3,2,2,2,2,1,1,1,1,4,3,3,3,2
44,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
62,3,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
44,1,1,2,2,2,3,1,1,1,2,1,3,2,3,2,3,2,3,2,1
56,4,2,2,2,2,5,6,2,1,2,1,3,3,3,2,2,3,3,3,2
66,3,1,2,4,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
71,2,2,2,2,2,5,6,2,1,2,1,2,2,2,2,4,3,3,3,2
48,4,2,2,2,2,1,1,1,1,2,2,2,2,2,2,4,3,3,3,1
53,4,2,2,3,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2
51,4,2,2,9,4,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1
38,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
42,2,3,2,9,2,1,9,1,1,2,2,2,3,1,1,4,3,3,3,1
58,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
44,1,1,2,2,2,5,3,2,2,2,1,1,1,1,1,4,3,3,3,1
58,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
58,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
64,4,2,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
29,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
40,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
42,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
55,4,2,2,3,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
73,3,1,2,9,2,1,1,1,1,1,1,3,2,3,3,4,3,3,3,1
60,1,1,1,2,2,1,1,1,1,2,1,2,3,2,2,4,3,3,3,1
73,3,1,2,2,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,2
75,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,3,2,1
82,1,1,2,2,2,3,1,1,1,2,1,2,2,1,1,4,3,3,3,1
44,3,1,2,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
34,3,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
65,1,1,2,3,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
83,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
39,4,2,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
54,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,2
69,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
69,3,1,2,3,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,1
49,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
74,3,1,2,9,2,1,1,1,1,1,1,3,2,3,3,4,3,3,3,2
70,3,1,2,2,2,3,1,1,1,2,1,2,2,1,1,4,3,3,3,2
83,4,3,2,3,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1
50,2,2,2,9,2,5,6,2,1,2,1,2,3,1,1,4,3,3,3,2
50,3,1,2,2,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
57,3,1,2,9,2,1,1,2,2,2,2,1,1,1,1,2,1,3,2,1
54,1,1,1,3,2,1,1,1,1,2,2,2,2,1,1,2,2,3,3,1
51,4,2,2,4,2,5,6,2,1,2,1,3,3,3,3,4,3,3,3,2
50,2,1,2,2,2,3,1,1,1,2,2,2,2,2,2,4,3,3,3,2
80,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
41,2,1,2,3,2,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
81,3,1,2,3,2,2,1,2,2,2,2,1,1,1,1,2,2,3,2,1
58,4,2,2,9,6,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
46,4,2,2,2,2,2,3,1,1,2,1,2,2,2,3,4,3,3,3,2
54,2,1,2,9,11,4,9,2,2,2,2,1,1,1,1,4,3,3,3,2
60,3,1,2,9,2,4,1,1,1,2,1,2,3,1,1,3,1,3,3,2
43,1,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
58,3,1,2,2,2,3,1,1,1,2,1,3,3,3,3,4,3,3,3,2
72,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
53,4,2,2,2,2,1,3,1,1,2,1,2,2,3,2,4,3,3,3,2
37,3,1,2,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
42,4,2,2,4,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
65,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
21,2,3,2,9,11,1,9,2,2,2,2,1,1,1,1,3,2,2,2,1
70,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
72,3,1,2,9,11,3,1,1,1,1,1,3,2,3,3,4,3,3,3,2
64,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
50,1,3,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
51,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,2,1,3,3,1
76,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,3,2,1
84,3,1,2,3,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,1
72,3,1,2,9,11,3,1,1,1,1,1,3,2,3,3,4,3,3,3,1
41,4,2,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
55,4,2,2,4,2,5,6,2,1,2,1,3,3,3,3,4,3,3,3,1
65,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
61,4,2,2,9,2,5,9,1,1,2,1,3,2,2,3,4,3,3,3,1
54,1,1,2,3,2,3,1,1,1,2,1,2,2,1,1,4,3,3,3,1
81,3,1,2,9,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
51,3,3,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
42,2,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,2,1,2,9,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
45,4,2,2,4,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
60,3,1,2,3,2,3,1,1,1,2,1,2,2,1,1,4,3,3,3,1
43,4,2,2,1,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
62,3,1,2,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
49,4,2,2,3,2,5,6,2,1,2,1,3,3,3,2,1,1,1,1,2
55,2,1,2,2,2,1,9,2,2,2,2,1,1,1,1,4,3,3,3,1
62,4,2,2,1,2,2,9,1,1,2,1,2,2,3,2,4,3,3,3,1
39,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
80,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,2,2,2,2,1
59,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
47,2,1,2,2,2,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
47,2,1,2,2,2,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
53,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
78,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
78,4,2,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
50,3,1,2,3,11,5,6,1,1,2,1,1,1,1,1,1,1,2,1,2
86,3,1,2,2,4,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1
53,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,4,1,2,4,2,4,1,1,1,2,1,2,3,2,2,4,3,3,3,1
73,1,1,2,2,2,5,6,2,1,2,1,2,2,1,1,4,3,3,3,2
43,2,2,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
82,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,4,3,3,3,1
66,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
50,1,1,2,3,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,1
45,1,1,2,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
50,3,1,2,9,11,2,1,1,1,1,1,2,2,1,1,4,3,3,3,1
51,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
38,4,2,2,2,2,1,1,2,2,2,1,1,1,1,1,4,2,3,2,2
36,4,2,2,2,4,1,3,2,2,2,2,1,1,1,1,4,3,3,3,2
48,3,1,2,2,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,1
47,4,2,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
44,4,2,2,2,2,4,3,1,1,2,1,3,3,2,2,3,1,1,2,2
42,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
36,2,1,2,2,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
41,2,1,2,1,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
68,4,2,2,9,2,5,1,2,2,2,2,1,1,1,1,4,3,3,3,2
56,2,3,2,3,2,5,6,2,1,2,1,3,3,3,3,4,3,3,3,2
36,4,2,2,4,2,5,6,2,1,2,2,3,3,3,3,3,2,2,2,1
24,4,2,2,4,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
31,1,1,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
50,4,2,2,4,11,5,6,2,1,2,1,3,2,2,3,4,3,3,3,2
75,1,1,2,2,2,5,6,1,1,2,1,1,1,1,1,4,2,2,2,2
35,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
51,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
55,4,2,2,2,2,1,1,1,1,2,1,2,2,2,3,3,1,2,2,1
49,3,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,1,1,2,1,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
33,4,2,2,4,11,5,9,2,2,2,2,1,1,1,1,4,1,2,2,2
40,4,2,2,3,2,5,6,2,1,2,1,3,3,3,2,4,3,3,3,2
61,2,1,2,1,11,1,1,1,1,2,2,2,2,1,1,3,1,2,1,1
39,4,2,2,4,2,5,6,2,2,2,1,1,1,1,1,3,2,2,2,2
38,3,1,2,3,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
59,2,2,1,9,10,5,1,2,2,2,2,1,1,1,1,3,2,3,3,1
51,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,3,2,3,2,1
63,3,3,2,6,11,5,6,2,2,2,1,1,1,1,1,2,2,2,1,1
61,3,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,3,1,1
56,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,3,2,2,2,1
58,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
68,4,2,2,1,2,1,1,1,1,2,1,2,3,2,3,2,1,1,1,1
51,3,1,1,2,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
66,3,1,2,3,2,3,3,2,2,2,1,1,1,1,1,2,2,2,2,1
67,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
46,1,1,2,2,2,5,1,2,2,2,2,1,1,1,1,3,2,3,3,1
41,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,3,3,1
49,4,2,2,9,2,5,6,2,1,2,1,3,3,3,2,2,2,2,2,2
48,3,1,2,2,2,4,3,2,2,2,2,1,1,1,1,4,3,3,3,2
59,3,1,2,2,2,4,1,2,2,2,1,1,1,1,1,4,3,3,3,2
64,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,3,3,3,1
61,3,1,1,10,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
58,4,2,2,2,2,4,1,1,1,2,1,2,2,2,2,4,3,3,3,1
49,1,1,2,1,2,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
44,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1
66,2,2,2,9,2,5,6,2,1,2,1,3,3,2,2,4,3,3,3,2
34,1,1,2,9,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
50,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
31,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
72,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
72,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
61,1,1,2,9,2,3,6,2,2,2,1,1,1,1,1,4,3,3,3,2
27,4,2,2,4,9,4,6,1,1,2,1,3,3,2,2,4,3,3,3,2
47,1,1,2,3,2,5,6,2,1,2,1,2,2,1,1,4,3,3,3,2
56,3,1,1,9,11,1,5,2,2,2,2,1,1,1,1,4,3,3,3,1
56,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
56,1,3,2,3,2,3,1,1,1,2,1,2,3,2,2,3,2,2,2,2
69,2,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
80,3,3,2,9,2,5,6,1,1,2,1,1,1,1,1,4,2,3,2,2
44,4,2,2,9,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
46,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,2
50,3,1,2,9,2,5,6,1,1,2,1,1,1,1,1,3,2,2,2,2
85,3,3,2,9,2,5,6,1,1,2,1,1,1,1,1,4,2,2,2,2
43,4,2,2,2,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
76,3,1,2,4,2,4,1,1,1,2,1,1,1,1,1,3,2,3,2,2
56,2,2,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
54,3,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
31,3,1,2,4,2,4,1,1,1,2,1,1,1,1,1,4,3,3,3,1
60,3,1,2,2,2,3,1,1,1,2,1,3,2,3,3,4,3,3,3,1
51,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
69,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,4,2,2,9,11,5,6,2,1,2,1,3,3,3,3,3,1,1,1,1
25,2,2,1,9,10,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
70,4,2,2,3,2,1,1,1,1,2,1,2,2,1,1,3,1,1,1,2
67,4,2,2,4,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
94,3,1,2,4,2,2,1,2,2,2,1,1,1,1,1,1,1,3,2,1
52,3,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
59,2,2,2,2,2,5,6,2,1,2,1,2,3,1,1,4,3,3,3,1
33,2,1,2,9,2,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
42,1,3,2,3,2,3,1,1,1,2,1,3,3,3,3,2,2,2,2,1
49,2,1,1,9,10,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
82,3,1,2,3,2,2,3,1,1,2,2,2,3,1,1,2,2,3,2,2
53,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,4,2,2,3,2,5,6,2,2,2,1,1,1,1,1,2,1,1,1,2
30,1,3,2,3,2,1,1,1,1,2,1,2,3,2,2,3,2,3,2,1
59,4,3,2,9,2,5,6,2,1,2,1,3,3,3,2,4,3,3,3,1
